GENE_a	GENE_b	ID_a	ID_b	AC_a	AC_b	pubmedID	resource 
CLOCK	CSNK1E	CLOCK_HUMAN	KC1E_HUMAN	O15516	P49674	20482850;17367534	Reactome_Fls;Reactome
COPB2	CSNK1E	COPB2_HUMAN	KC1E_HUMAN	P35606	P49674	15657099	iRefIndex
CCP110	CSNK1E	CP110_HUMAN	KC1E_HUMAN	O43303	P49674	20482850	Reactome_Fls
CPS1	CSNK1E	CPSM_HUMAN	KC1E_HUMAN	P31327	P49674	18508856	Interoporc
MCC	CSNK1E	CRCM_HUMAN	KC1E_HUMAN	P23508	P49674	20482850;17353931	Reactome_Fls;iRefIndex;APID
CSNK2A2	CSNK1E	CSK22_HUMAN	KC1E_HUMAN	P19784	P49674	20482850	Reactome_Fls
CTNNB1	CSNK1E	CTNB1_HUMAN	KC1E_HUMAN	P35222	P49674	20482850	Reactome_Fls
DYNC1I2	CSNK1E	DC1I2_HUMAN	KC1E_HUMAN	Q13409	P49674	17367534	Reactome
DCTN3	CSNK1E	DCTN3_HUMAN	KC1E_HUMAN	O75935	P49674	20482850	Reactome_Fls
DDX3X	CSNK1E	DDX3X_HUMAN	KC1E_HUMAN	O00571	P49674	18508856	Interoporc
DIMT1	CSNK1E	DIM1_HUMAN	KC1E_HUMAN	Q9UNQ2	P49674	18508856	Interoporc
DNM1L	CSNK1E	DNM1L_HUMAN	KC1E_HUMAN	O00429	P49674	15657099	iRefIndex
DVL1	CSNK1E	DVL1_HUMAN	KC1E_HUMAN	O14640	P49674	15657099;11818547;11487578	iRefIndex
DVL2	CSNK1E	DVL2_HUMAN	KC1E_HUMAN	O14641	P49674	16189514	iRefIndex;IntAct
DVL3	CSNK1E	DVL3_HUMAN	KC1E_HUMAN	Q92997	P49674	10535959	APID
DYNC1H1	CSNK1E	DYHC1_HUMAN	KC1E_HUMAN	Q14204	P49674	17367534	Reactome
DYNLL1	CSNK1E	DYL1_HUMAN	KC1E_HUMAN	P63167	P49674	17367534	Reactome
EIF2AK4	CSNK1E	E2AK4_HUMAN	KC1E_HUMAN	Q9P2K8	P49674	18508856	Interoporc
TUFM	CSNK1E	EFTU_HUMAN	KC1E_HUMAN	P49411	P49674	15657099	iRefIndex
ELP2	CSNK1E	ELP2_HUMAN	KC1E_HUMAN	Q6IA86	P49674	18508856	Interoporc
ELP3	CSNK1E	ELP3_HUMAN	KC1E_HUMAN	Q9H9T3	P49674	18508856	Interoporc
EPS15L1	CSNK1E	EP15R_HUMAN	KC1E_HUMAN	Q9UBC2	P49674	18508856	Interoporc
FAM110A	CSNK1E	F110A_HUMAN	KC1E_HUMAN	Q9BQ89	P49674	21988832	IntAct
FAM110C	CSNK1E	F110C_HUMAN	KC1E_HUMAN	Q1W6H9	P49674	21988832	IntAct
BTRC	CSNK1E	FBW1A_HUMAN	KC1E_HUMAN	Q9Y297	P49674	17367534	Reactome
FGFR1OP	CSNK1E	FR1OP_HUMAN	KC1E_HUMAN	O95684	P49674	20482850	Reactome_Fls
FZD6	CSNK1E	FZD6_HUMAN	KC1E_HUMAN	O60353	P49674	20482850	Reactome_Fls
FZD7	CSNK1E	FZD7_HUMAN	KC1E_HUMAN	O75084	P49674	20482850	Reactome_Fls
FZD9	CSNK1E	FZD9_HUMAN	KC1E_HUMAN	O00144	P49674	20482850	Reactome_Fls
TUBGCP2	CSNK1E	GCP2_HUMAN	KC1E_HUMAN	Q9BSJ2	P49674	17367534	Reactome
TUBGCP3	CSNK1E	GCP3_HUMAN	KC1E_HUMAN	Q96CW5	P49674	17367534	Reactome
TUBGCP4	CSNK1E	GCP4_HUMAN	KC1E_HUMAN	Q9UGJ1	P49674	17367534	Reactome
TUBGCP5	CSNK1E	GCP5_HUMAN	KC1E_HUMAN	Q96RT8	P49674	17367534	Reactome
TUBGCP6	CSNK1E	GCP6_HUMAN	KC1E_HUMAN	Q96RT7	P49674	17367534	Reactome
GLI1	CSNK1E	GLI1_HUMAN	KC1E_HUMAN	P08151	P49674	20482850	Reactome_Fls
GLI2	CSNK1E	GLI2_HUMAN	KC1E_HUMAN	P10070	P49674	20482850	Reactome_Fls
GLI3	CSNK1E	GLI3_HUMAN	KC1E_HUMAN	P10071	P49674	20482850	Reactome_Fls
GNL3L	CSNK1E	GNL3L_HUMAN	KC1E_HUMAN	Q9NVN8	P49674	18508856	Interoporc
HIST1H4A	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4B	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4C	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4D	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4E	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4F	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4H	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4I	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4J	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4K	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST1H4L	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST2H4A	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST2H4B	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HIST4H4	CSNK1E	H4_HUMAN	KC1E_HUMAN	P62805	P49674	18508856	Interoporc
HSP90AA1	CSNK1E	HS90A_HUMAN	KC1E_HUMAN	P07900	P49674	20482850;17367534	Reactome_Fls;Reactome
HSP90AB1	CSNK1E	HS90B_HUMAN	KC1E_HUMAN	P08238	P49674	22939624	IntAct
HSPA6	CSNK1E	HSP76_HUMAN	KC1E_HUMAN	P17066	P49674	18508856	Interoporc
EIF4E	CSNK1E	IF4E_HUMAN	KC1E_HUMAN	P06730	P49674	15657099	iRefIndex
PRKAR2B	CSNK1E	KAP3_HUMAN	KC1E_HUMAN	P31323	P49674	20482850;17367534	Reactome_Fls;Reactome
PRKACA	CSNK1E	KAPCA_HUMAN	KC1E_HUMAN	P17612	P49674	20482850;17367534	Reactome_Fls;Reactome
CSNK1A1	CSNK1E	KC1A_HUMAN	KC1E_HUMAN	P48729	P49674	23455922	IntAct
CSNK1D	CSNK1E	KC1D_HUMAN	KC1E_HUMAN	P48730	P49674	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	YWHAE	KC1E_HUMAN	1433E_HUMAN	P49674	P62258	20482850;18508856	Reactome_Fls;Interoporc
CSNK1E	YWHAH	KC1E_HUMAN	1433F_HUMAN	P49674	Q04917	20482850	Reactome_Fls
CSNK1E	YWHAG	KC1E_HUMAN	1433G_HUMAN	P49674	P61981	20482850	Reactome_Fls
CSNK1E	YWHAZ	KC1E_HUMAN	1433Z_HUMAN	P49674	P63104	20482850;18508856	Reactome_Fls;Interoporc
CSNK1E	PPP2R5A	KC1E_HUMAN	2A5A_HUMAN	P49674	Q15172	20482850	Reactome_Fls
CSNK1E	PPP2R5B	KC1E_HUMAN	2A5B_HUMAN	P49674	Q15173	20482850	Reactome_Fls
CSNK1E	PPP2R5D	KC1E_HUMAN	2A5D_HUMAN	P49674	Q14738	20482850	Reactome_Fls
CSNK1E	PPP2R5E	KC1E_HUMAN	2A5E_HUMAN	P49674	Q16537	20482850	Reactome_Fls
CSNK1E	PPP2R5C	KC1E_HUMAN	2A5G_HUMAN	P49674	Q13362	20482850	Reactome_Fls
CSNK1E	ACACA	KC1E_HUMAN	ACACA_HUMAN	P49674	Q13085	23455922	IntAct
CSNK1E	ACO2	KC1E_HUMAN	ACON_HUMAN	P49674	Q99798	18508856	Interoporc
CSNK1E	ACTR1A	KC1E_HUMAN	ACTZ_HUMAN	P49674	P61163	20482850	Reactome_Fls
CSNK1E	ADAM22	KC1E_HUMAN	ADA22_HUMAN	P49674	Q9P0K1	23455922	IntAct
CSNK1E	AKAP9	KC1E_HUMAN	AKAP9_HUMAN	P49674	Q99996	20482850;15657099;12270714	Reactome_Fls;iRefIndex;APID
CSNK1E	ALMS1	KC1E_HUMAN	ALMS1_HUMAN	P49674	Q8TCU4	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	ANKRD6	KC1E_HUMAN	ANKR6_HUMAN	P49674	Q9Y2G4	20482850;15657099	Reactome_Fls;iRefIndex
CSNK1E	PRMT5	KC1E_HUMAN	ANM5_HUMAN	P49674	O14744	23455922	IntAct
CSNK1E	APC	KC1E_HUMAN	APC_HUMAN	P49674	P25054	17218255	iRefIndex;IntAct
CSNK1E	ARHGEF1	KC1E_HUMAN	ARHG1_HUMAN	P49674	Q92888	21900206	MINT
CSNK1E	AXIN1	KC1E_HUMAN	AXIN1_HUMAN	P49674	O15169	11884395	iRefIndex
CSNK1E	AXIN2	KC1E_HUMAN	AXIN2_HUMAN	P49674	Q9Y2T1	20482850;12183362	Reactome_Fls;iRefIndex
CSNK1E	AZI1	KC1E_HUMAN	AZI1_HUMAN	P49674	Q9UPN4	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	BBS10	KC1E_HUMAN	BBS10_HUMAN	P49674	Q8TAM1	21900206	MINT
CSNK1E	ARNTL	KC1E_HUMAN	BMAL1_HUMAN	P49674	O00327	17367534;11875063	Reactome;APID
CSNK1E	BRSK1	KC1E_HUMAN	BRSK1_HUMAN	P49674	Q8TDC3	20482850	Reactome_Fls
CSNK1E	BRSK2	KC1E_HUMAN	BRSK2_HUMAN	P49674	Q8IWQ3	20482850	Reactome_Fls
CSNK1E	BYSL	KC1E_HUMAN	BYST_HUMAN	P49674	Q13895	18508856;15657099	iRefIndex;Interoporc
CSNK1E	CADM4	KC1E_HUMAN	CADM4_HUMAN	P49674	Q8NFZ8	21900206	MINT
CSNK1E	C2orf44	KC1E_HUMAN	CB044_HUMAN	P49674	Q9H6R7	21900206	MINT
CSNK1E	CCNA1	KC1E_HUMAN	CCNA1_HUMAN	P49674	P78396	20482850;17353931	Reactome_Fls;IntAct
CSNK1E	CDK1	KC1E_HUMAN	CDK1_HUMAN	P49674	P06493	17367534	Reactome
CSNK1E	CEP152	KC1E_HUMAN	CE152_HUMAN	P49674	O94986	17367534	Reactome
CSNK1E	CEP164	KC1E_HUMAN	CE164_HUMAN	P49674	Q9UPV0	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP290	KC1E_HUMAN	CE290_HUMAN	P49674	O15078	17367534	Reactome
CSNK1E	CENPJ	KC1E_HUMAN	CENPJ_HUMAN	P49674	Q9HC77	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP41	KC1E_HUMAN	CEP41_HUMAN	P49674	Q9BYV8	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP57	KC1E_HUMAN	CEP57_HUMAN	P49674	Q86XR8	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP63	KC1E_HUMAN	CEP63_HUMAN	P49674	Q96MT8	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP70	KC1E_HUMAN	CEP70_HUMAN	P49674	Q8NHQ1	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP72	KC1E_HUMAN	CEP72_HUMAN	P49674	Q9P209	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP76	KC1E_HUMAN	CEP76_HUMAN	P49674	Q8TAP6	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP78	KC1E_HUMAN	CEP78_HUMAN	P49674	Q5JTW2	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CETN2	KC1E_HUMAN	CETN2_HUMAN	P49674	P41208	17367534	Reactome
CSNK1E	CDK5RAP2	KC1E_HUMAN	CK5P2_HUMAN	P49674	Q96SN8	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CKAP5	KC1E_HUMAN	CKAP5_HUMAN	P49674	Q14008	20482850	Reactome_Fls
CSNK1E	CLASP1	KC1E_HUMAN	CLAP1_HUMAN	P49674	Q7Z460	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CNTRL	KC1E_HUMAN	CNTRL_HUMAN	P49674	Q7Z7A1	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	COPA	KC1E_HUMAN	COPA_HUMAN	P49674	P53621	15657099	iRefIndex
CSNK1E	COPB1	KC1E_HUMAN	COPB_HUMAN	P49674	P53618	15657099	iRefIndex
CSNK1E	CCP110	KC1E_HUMAN	CP110_HUMAN	P49674	O43303	17367534	Reactome
CSNK1E	CEP135	KC1E_HUMAN	CP135_HUMAN	P49674	Q66GS9	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CEP250	KC1E_HUMAN	CP250_HUMAN	P49674	Q9BV73	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	MCC	KC1E_HUMAN	CRCM_HUMAN	P49674	P23508	23455922;21900206;17353931	MINT;iRefIndex;IntAct;DIP
CSNK1E	CRY1	KC1E_HUMAN	CRY1_HUMAN	P49674	Q16526	23455922;20482850;17367534;11875063	Reactome_Fls;Reactome;IntAct;APID
CSNK1E	CRY2	KC1E_HUMAN	CRY2_HUMAN	P49674	Q49AN0	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	CSNK2A1	KC1E_HUMAN	CSK21_HUMAN	P49674	P68400	20482850	Reactome_Fls
CSNK1E	CUL2	KC1E_HUMAN	CUL2_HUMAN	P49674	Q13617	23455922	IntAct
CSNK1E	DBNL	KC1E_HUMAN	DBNL_HUMAN	P49674	Q9UJU6	18508856	Interoporc
CSNK1E	DYNC1I2	KC1E_HUMAN	DC1I2_HUMAN	P49674	Q13409	20482850	Reactome_Fls
CSNK1E	DCP2	KC1E_HUMAN	DCP2_HUMAN	P49674	Q8IU60	18508856;15657099	iRefIndex;Interoporc
CSNK1E	DCTN1	KC1E_HUMAN	DCTN1_HUMAN	P49674	Q14203	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	DCTN2	KC1E_HUMAN	DCTN2_HUMAN	P49674	Q13561	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	DCTN3	KC1E_HUMAN	DCTN3_HUMAN	P49674	O75935	17367534	Reactome
CSNK1E	DDX10	KC1E_HUMAN	DDX10_HUMAN	P49674	Q13206	18508856	Interoporc
CSNK1E	DDX52	KC1E_HUMAN	DDX52_HUMAN	P49674	Q9Y2R4	18508856	Interoporc
CSNK1E	DIMT1	KC1E_HUMAN	DIM1_HUMAN	P49674	Q9UNQ2	15657099	iRefIndex
CSNK1E	DNM1L	KC1E_HUMAN	DNM1L_HUMAN	P49674	O00429	18508856	Interoporc
CSNK1E	DVL1	KC1E_HUMAN	DVL1_HUMAN	P49674	O14640	11818547;11487578	APID
CSNK1E	DVL2	KC1E_HUMAN	DVL2_HUMAN	P49674	O14641	23455922;16189514	MINT;iRefIndex;IntAct;APID
CSNK1E	DVL3	KC1E_HUMAN	DVL3_HUMAN	P49674	Q92997	20482850;10535959	Reactome_Fls;iRefIndex
CSNK1E	DYNC1H1	KC1E_HUMAN	DYHC1_HUMAN	P49674	Q14204	20482850	Reactome_Fls
CSNK1E	DYNLL1	KC1E_HUMAN	DYL1_HUMAN	P49674	P63167	20482850	Reactome_Fls
CSNK1E	EIF2AK4	KC1E_HUMAN	E2AK4_HUMAN	P49674	Q9P2K8	20482850	Reactome_Fls
CSNK1E	EIF2B1	KC1E_HUMAN	EI2BA_HUMAN	P49674	Q14232	18508856;15657099	iRefIndex;Interoporc
CSNK1E	EIF2A	KC1E_HUMAN	EIF2A_HUMAN	P49674	Q9BY44	15657099	iRefIndex
CSNK1E	TCEB2	KC1E_HUMAN	ELOB_HUMAN	P49674	Q15370	23455922	IntAct
CSNK1E	IKBKAP	KC1E_HUMAN	ELP1_HUMAN	P49674	O95163	18508856	Interoporc
CSNK1E	FAM110A	KC1E_HUMAN	F110A_HUMAN	P49674	Q9BQ89	21900206	MINT
CSNK1E	FAM110B	KC1E_HUMAN	F110B_HUMAN	P49674	Q8TC76	23455922	IntAct
CSNK1E	FAM110C	KC1E_HUMAN	F110C_HUMAN	P49674	Q1W6H9	23455922	IntAct
CSNK1E	FBP1	KC1E_HUMAN	F16P1_HUMAN	P49674	P09467	21900206	MINT
CSNK1E	FAM199X	KC1E_HUMAN	F199X_HUMAN	P49674	Q6PEV8	23455922	IntAct
CSNK1E	FAM83B	KC1E_HUMAN	FA83B_HUMAN	P49674	Q5T0W9	23455922	IntAct
CSNK1E	FAM83D	KC1E_HUMAN	FA83D_HUMAN	P49674	Q9H4H8	23455922;21900206	MINT;IntAct
CSNK1E	FAM83H	KC1E_HUMAN	FA83H_HUMAN	P49674	Q6ZRV2	23455922	IntAct
CSNK1E	FARP2	KC1E_HUMAN	FARP2_HUMAN	P49674	O94887	23455922	IntAct
CSNK1E	BTRC	KC1E_HUMAN	FBW1A_HUMAN	P49674	Q9Y297	20482850	Reactome_Fls
CSNK1E	FBXW11	KC1E_HUMAN	FBW1B_HUMAN	P49674	Q9UKB1	20482850	Reactome_Fls
CSNK1E	FBXL3	KC1E_HUMAN	FBXL3_HUMAN	P49674	Q9UKT7	17367534	Reactome
CSNK1E	FOXO1	KC1E_HUMAN	FOXO1_HUMAN	P49674	Q12778	20482850	Reactome_Fls
CSNK1E	FGFR1OP	KC1E_HUMAN	FR1OP_HUMAN	P49674	O95684	17367534	Reactome
CSNK1E	FZD10	KC1E_HUMAN	FZD10_HUMAN	P49674	Q9ULW2	20482850	Reactome_Fls
CSNK1E	FZD1	KC1E_HUMAN	FZD1_HUMAN	P49674	Q9UP38	20482850	Reactome_Fls
CSNK1E	FZD3	KC1E_HUMAN	FZD3_HUMAN	P49674	Q9NPG1	20482850	Reactome_Fls
CSNK1E	FZD4	KC1E_HUMAN	FZD4_HUMAN	P49674	Q9ULV1	20482850	Reactome_Fls
CSNK1E	FZD5	KC1E_HUMAN	FZD5_HUMAN	P49674	Q13467	20482850	Reactome_Fls
CSNK1E	FZD8	KC1E_HUMAN	FZD8_HUMAN	P49674	Q9H461	20482850	Reactome_Fls
CSNK1E	GNB2L1	KC1E_HUMAN	GBLP_HUMAN	P49674	P63244	18508856	Interoporc
CSNK1E	TUBGCP2	KC1E_HUMAN	GCP2_HUMAN	P49674	Q9BSJ2	20482850	Reactome_Fls
CSNK1E	TUBGCP3	KC1E_HUMAN	GCP3_HUMAN	P49674	Q96CW5	20482850	Reactome_Fls
CSNK1E	TUBGCP4	KC1E_HUMAN	GCP4_HUMAN	P49674	Q9UGJ1	20482850	Reactome_Fls
CSNK1E	TUBGCP5	KC1E_HUMAN	GCP5_HUMAN	P49674	Q96RT8	20482850	Reactome_Fls
CSNK1E	TUBGCP6	KC1E_HUMAN	GCP6_HUMAN	P49674	Q96RT7	20482850	Reactome_Fls
CSNK1E	GRPEL1	KC1E_HUMAN	GRPE1_HUMAN	P49674	Q9HAV7	15657099	iRefIndex
CSNK1E	GSK3B	KC1E_HUMAN	GSK3B_HUMAN	P49674	P49841	20482850	Reactome_Fls
CSNK1E	HAUS2	KC1E_HUMAN	HAUS2_HUMAN	P49674	Q9NVX0	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	HES1	KC1E_HUMAN	HES1_HUMAN	P49674	Q14469	21900206	MINT
CSNK1E	HMMR	KC1E_HUMAN	HMMR_HUMAN	P49674	O75330	23455922	IntAct
CSNK1E	HSP90AB1	KC1E_HUMAN	HS90B_HUMAN	P49674	P08238	22939624	IntAct
CSNK1E	EIF5A	KC1E_HUMAN	IF5A1_HUMAN	P49674	P63241	18508856;15657099	iRefIndex;Interoporc
CSNK1E	PPA1	KC1E_HUMAN	IPYR_HUMAN	P49674	Q15181	15657099	iRefIndex
CSNK1E	KAT5	KC1E_HUMAN	KAT5_HUMAN	P49674	Q92993	15657099	iRefIndex
CSNK1E	KAT7	KC1E_HUMAN	KAT7_HUMAN	P49674	O95251	21900206	MINT
CSNK1E	CSNK1D	KC1E_HUMAN	KC1D_HUMAN	P49674	P48730	23455922	IntAct
CSNK1E	CSNK1E	KC1E_HUMAN	KC1E_HUMAN	P49674	P49674	10542239	iRefIndex;APID
CSNK1E	KLHDC3	KC1E_HUMAN	KLDC3_HUMAN	P49674	Q9BQ90	23455922	IntAct
CSNK1E	PAFAH1B1	KC1E_HUMAN	LIS1_HUMAN	P49674	P43034	17367534	Reactome
CSNK1E	MAPRE1	KC1E_HUMAN	MARE1_HUMAN	P49674	Q15691	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	MCCC1	KC1E_HUMAN	MCCA_HUMAN	P49674	Q96RQ3	15657099	iRefIndex
CSNK1E	MDH2	KC1E_HUMAN	MDHM_HUMAN	P49674	P40926	18508856	Interoporc
CSNK1E	MDM2	KC1E_HUMAN	MDM2_HUMAN	P49674	Q00987	20708156	iRefIndex;IntAct
CSNK1E	MTA2	KC1E_HUMAN	MTA2_HUMAN	P49674	O94776	23455922	IntAct
CSNK1E	NDE1	KC1E_HUMAN	NDE1_HUMAN	P49674	Q9NXR1	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	NEDD1	KC1E_HUMAN	NEDD1_HUMAN	P49674	Q8NHV4	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	NEK2	KC1E_HUMAN	NEK2_HUMAN	P49674	P51955	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	RASAL2	KC1E_HUMAN	NGAP_HUMAN	P49674	Q9UJF2	23455922	IntAct
CSNK1E	NINL	KC1E_HUMAN	NINL_HUMAN	P49674	Q9Y2I6	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	NOB1	KC1E_HUMAN	NOB1_HUMAN	P49674	Q9ULX3	18508856;15657099	iRefIndex;Interoporc
CSNK1E	NPAS2	KC1E_HUMAN	NPAS2_HUMAN	P49674	Q99743	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	OCLN	KC1E_HUMAN	OCLN_HUMAN	P49674	Q16625	16616143	MINT;iRefIndex
CSNK1E	ODF2	KC1E_HUMAN	ODFP2_HUMAN	P49674	Q5BJF6	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	OFD1	KC1E_HUMAN	OFD1_HUMAN	P49674	O75665	17367534	Reactome
CSNK1E	PCM1	KC1E_HUMAN	PCM1_HUMAN	P49674	Q15154	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	PCNT	KC1E_HUMAN	PCNT_HUMAN	P49674	O95613	17367534	Reactome
CSNK1E	PER1	KC1E_HUMAN	PER1_HUMAN	P49674	O15534	23455922;17367534;15917222;10848614	Reactome;iRefIndex;IntAct
CSNK1E	PER2	KC1E_HUMAN	PER2_HUMAN	P49674	O15055	17367534;17218255;11232563	Reactome;iRefIndex;APID
CSNK1E	PER3	KC1E_HUMAN	PER3_HUMAN	P49674	P56645	20482850	Reactome_Fls
CSNK1E	PIK3R4	KC1E_HUMAN	PI3R4_HUMAN	P49674	Q99570	15657099	iRefIndex
CSNK1E	ZMYND8	KC1E_HUMAN	PKCB1_HUMAN	P49674	Q9ULU4	21900206	MINT
CSNK1E	PLK1	KC1E_HUMAN	PLK1_HUMAN	P49674	P53350	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	PLK4	KC1E_HUMAN	PLK4_HUMAN	P49674	O00444	17367534	Reactome
CSNK1E	PNO1	KC1E_HUMAN	PNO1_HUMAN	P49674	Q9NRX1	21900206;18508856;15657099	MINT;iRefIndex;Interoporc
CSNK1E	PPP1R14A	KC1E_HUMAN	PP14A_HUMAN	P49674	Q96A00	15003508	APID
CSNK1E	PPP1CB	KC1E_HUMAN	PP1B_HUMAN	P49674	P62140	18508856	Interoporc
CSNK1E	PPP2CA	KC1E_HUMAN	PP2AA_HUMAN	P49674	P67775	20482850	Reactome_Fls
CSNK1E	PPP2CB	KC1E_HUMAN	PP2AB_HUMAN	P49674	P62714	20482850	Reactome_Fls
CSNK1E	PPP6R3	KC1E_HUMAN	PP6R3_HUMAN	P49674	Q5H9R7	23455922;18508856	Interoporc;IntAct
CSNK1E	PRDX4	KC1E_HUMAN	PRDX4_HUMAN	P49674	Q13162	23455922	IntAct
CSNK1E	RAD54B	KC1E_HUMAN	RA54B_HUMAN	P49674	Q9Y620	20482850;16189514	Reactome_Fls;MINT;iRefIndex;APID
CSNK1E	RAD50	KC1E_HUMAN	RAD50_HUMAN	P49674	Q92878	15657099	iRefIndex
CSNK1E	RAD51	KC1E_HUMAN	RAD51_HUMAN	P49674	Q06609	15657099	iRefIndex
CSNK1E	RBX1	KC1E_HUMAN	RBX1_HUMAN	P49674	P62877	21900206	MINT
CSNK1E	ARHGAP15	KC1E_HUMAN	RHG15_HUMAN	P49674	Q53QZ3	15657099	iRefIndex
CSNK1E	RIOK2	KC1E_HUMAN	RIOK2_HUMAN	P49674	Q9BVS4	15657099	iRefIndex
CSNK1E	MRPL13	KC1E_HUMAN	RM13_HUMAN	P49674	Q9BYD1	15657099	iRefIndex
CSNK1E	MRPL15	KC1E_HUMAN	RM15_HUMAN	P49674	Q9P015	15657099	iRefIndex
CSNK1E	POLR1D	KC1E_HUMAN	RPAC2_HUMAN	P49674	Q9Y2S0	15657099	iRefIndex
CSNK1E	RRP12	KC1E_HUMAN	RRP12_HUMAN	P49674	Q5JTH9	15657099	iRefIndex
CSNK1E	RPS15A	KC1E_HUMAN	RS15A_HUMAN	P49674	P62244	18508856	Interoporc
CSNK1E	RPS8	KC1E_HUMAN	RS8_HUMAN	P49674	P62241	18508856	Interoporc
CSNK1E	RPS9	KC1E_HUMAN	RS9_HUMAN	P49674	P46781	18508856	Interoporc
CSNK1E	AHCYL1	KC1E_HUMAN	SAHH2_HUMAN	P49674	O43865	23455922	IntAct
CSNK1E	AHCYL2	KC1E_HUMAN	SAHH3_HUMAN	P49674	Q96HN2	23455922	IntAct
CSNK1E	SAV1	KC1E_HUMAN	SAV1_HUMAN	P49674	Q9H4B6	23455922	IntAct
CSNK1E	SEC16A	KC1E_HUMAN	SC16A_HUMAN	P49674	O15027	23455922	IntAct
CSNK1E	SEC23B	KC1E_HUMAN	SC23B_HUMAN	P49674	Q15437	15657099	iRefIndex
CSNK1E	SEC24D	KC1E_HUMAN	SC24D_HUMAN	P49674	O94855	18508856	Interoporc
CSNK1E	SDCCAG3	KC1E_HUMAN	SDCG3_HUMAN	P49674	Q96C92	21988832	IntAct
CSNK1E	SDCCAG8	KC1E_HUMAN	SDCG8_HUMAN	P49674	Q86SQ7	20482850;17367534	Reactome_Fls;Reactome
CSNK1E	SEC13	KC1E_HUMAN	SEC13_HUMAN	P49674	P55735	23455922	IntAct
CSNK1E	SFI1	KC1E_HUMAN	SFI1_HUMAN	P49674	A8K8P3	17367534	Reactome
CSNK1E	SNX22	KC1E_HUMAN	SNX22_HUMAN	P49674	Q96L94	23455922	IntAct
CSNK1E	SNX24	KC1E_HUMAN	SNX24_HUMAN	P49674	Q9Y343	23455922	IntAct
CSNK1E	SOCS3	KC1E_HUMAN	SOCS3_HUMAN	P49674	O14543	15070676	iRefIndex
CSNK1E	SOS1	KC1E_HUMAN	SOS1_HUMAN	P49674	Q07889	18508856	Interoporc
CSNK1E	SSNA1	KC1E_HUMAN	SSNA1_HUMAN	P49674	O43805	17367534	Reactome
CSNK1E	STK3	KC1E_HUMAN	STK3_HUMAN	P49674	Q13188	23455922	IntAct
CSNK1E	STOX2	KC1E_HUMAN	STOX2_HUMAN	P49674	Q9P2F5	23455922	IntAct
